Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Bahamas, The",BHS,2.79
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bahrain,BHR,1.9
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bangladesh,BGD,0.77
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Barbados,BRB,6.03
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belarus,BLR,10.02
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belgium,BEL,5.85
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belize,BLZ,0.96
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Benin,BEN,0.44
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bermuda,BMU,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bhutan,BTN,1.72
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bolivia,BOL,1.18
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bosnia and Herzegovina,BIH,2.36
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Botswana,BWA,2.49
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Brazil,BRA,2.35
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,British Virgin Islands,VGB,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Brunei Darussalam,BRN,3.07
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bulgaria,BGR,7.11
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Burkina Faso,BFA,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Burundi,BDI,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cabo Verde,CPV,1.93
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cambodia,KHM,0.85
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cameroon,CMR,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Canada,CAN,2.62
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Caribbean small states,CSS,2.73495643145409
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cayman Islands,CYM,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Central African Republic,CAF,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Central Europe and the Baltics,CEB,6.52375245183161
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Chad,TCD,0.49
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Channel Islands,CHI,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Chile,CHL,2.15
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,China,CHN,3.82
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Colombia,COL,1.65
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Comoros,COM,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Congo, Dem. Rep.",COD,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Congo, Rep.",COG,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Costa Rica,CRI,1.15
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cote d'Ivoire,CIV,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Croatia,HRV,5.5
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cuba,CUB,4.05
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Curacao,CUW,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cyprus,CYP,2.44
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Czechia,CZE,6.68
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Denmark,DNK,2.53
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Djibouti,DJI,1.28
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Dominica,DMA,3.7
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Dominican Republic,DOM,1.52
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Early-demographic dividend,EAR,1.44189174024265
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific,EAS,3.84559167586987
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific (excluding high income),EAP,3.07067503184245
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,3.07067503184245
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ecuador,ECU,1.53
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Egypt, Arab Rep.",EGY,1.27
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,El Salvador,SLV,1.03
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Equatorial Guinea,GNQ,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Eritrea,ERI,1.15
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Estonia,EST,4.82
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Eswatini,SWZ,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ethiopia,ETH,0.3
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Euro area,EMU,5.34536573306366
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia,ECS,5.38970634991391
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia (excluding high income),ECA,4.66164294007781
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,5.89137014256283
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,European Union,EUU,5.50681484376225
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Faroe Islands,FRO,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Fiji,FJI,1.88
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Finland,FIN,4.28
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Fragile and conflict affected situations,FCS,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,France,FRA,6.4
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,French Polynesia,PYF,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Gabon,GAB,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Gambia, The",GMB,1.01
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Georgia,GEO,3.39
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Germany,DEU,8.09
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ghana,GHA,0.69
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Gibraltar,GIB,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Greece,GRC,4.25
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Greenland,GRL,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Grenada,GRD,3.4
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guam,GUM,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guatemala,GTM,0.59
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guinea,GIN,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guinea-Bissau,GNB,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guyana,GUY,1.76
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Haiti,HTI,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Heavily indebted poor countries (HIPC),HPC,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,High income,HIC,5.53011959532847
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Honduras,HND,0.6
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Hong Kong SAR, China",HKG,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Hungary,HUN,6.99
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IBRD only,IBD,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Iceland,ISL,3.12
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IDA & IBRD total,IBT,2.39701362314783
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IDA blend,IDB,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IDA only,IDX,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IDA total,IDA,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,India,IND,1.7
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Indonesia,IDN,1.09
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Iran, Islamic Rep.",IRN,1.81
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Iraq,IRQ,1.38
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ireland,IRL,2.94
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Isle of Man,IMN,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Israel,ISR,3.17
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Italy,ITA,3.22
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Jamaica,JAM,1.71
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Japan,JPN,13.15
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Jordan,JOR,1.38
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kazakhstan,KAZ,5.75
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kenya,KEN,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kiribati,KIR,1.9
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Korea, Dem. People's Rep.",PRK,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Korea, Rep.",KOR,11.61
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kosovo,XKX,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kuwait,KWT,2.13
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kyrgyz Republic,KGZ,4.55
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lao PDR,LAO,1.16
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Late-demographic dividend,LTE,3.75585347419614
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Latin America & Caribbean,LCN,1.93317596628576
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Latin America & Caribbean (excluding high income),LAC,1.9838289729283
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,1.89234101815399
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Latvia,LVA,5.65
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Least developed countries: UN classification,LDC,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lebanon,LBN,3.37
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lesotho,LSO,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Liberia,LBR,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Libya,LBY,3.7
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Liechtenstein,LIE,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lithuania,LTU,6.83
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Low & middle income,LMY,2.21437125687311
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Low income,LIC,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lower middle income,LMC,1.49395742484157
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Luxembourg,LUX,4.96
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Macao SAR, China",MAC,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Madagascar,MDG,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Malawi,MWI,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Malaysia,MYS,1.87
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Maldives,MDV,4.95
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mali,MLI,0.26
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Malta,MLT,4.47
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Marshall Islands,MHL,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mauritania,MRT,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mauritius,MUS,3.47
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mexico,MEX,1
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Micronesia, Fed. Sts.",FSM,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Middle East & North Africa,MEA,1.56004236342357
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Middle East & North Africa (excluding high income),MNA,1.48142092076879
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,1.48142092076879
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Middle income,MIC,2.33050573099737
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Moldova,MDA,5.74
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Monaco,MCO,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mongolia,MNG,7.33
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Montenegro,MNE,3.86
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Morocco,MAR,1.1
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mozambique,MOZ,0.78
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Myanmar,MMR,1.06
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Namibia,NAM,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Nauru,NRU,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Nepal,NPL,0.25
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Netherlands,NLD,3.47
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,New Caledonia,NCL,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,New Zealand,NZL,2.72
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Nicaragua,NIC,0.9
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Niger,NER,0.26
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Nigeria,NGA,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,North America,NAC,2.75497468793735
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,North Macedonia,MKD,4.31
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Northern Mariana Islands,MNP,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Norway,NOR,3.76
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Not classified,INX,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,OECD members,OED,4.72496765092193
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Oman,OMN,1.19
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Other small states,OSS,2.96353990858045
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Pacific island small states,PSS,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Pakistan,PAK,0.48
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Palau,PLW,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Panama,PAN,2.09
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Papua New Guinea,PNG,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Paraguay,PRY,0.84
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Peru,PER,1.58
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Philippines,PHL,0.95
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Poland,POL,6.54
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Portugal,PRT,3.37
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Post-demographic dividend,PST,5.58073245082313
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Pre-demographic dividend,PRE,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Puerto Rico,PRI,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Qatar,QAT,1.02
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Romania,ROU,6.76
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Russian Federation,RUS,7.58
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Rwanda,RWA,0.74
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Samoa,WSM,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,San Marino,SMR,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sao Tome and Principe,STP,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Saudi Arabia,SAU,2.12
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Senegal,SEN,0.69
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Serbia,SRB,5.27
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Seychelles,SYC,3.04
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sierra Leone,SLE,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Singapore,SGP,2.35
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sint Maarten (Dutch part),SXM,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Slovak Republic,SVK,5.75
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Slovenia,SVN,4.48
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Small states,SST,2.83314934364853
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Solomon Islands,SLB,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Somalia,SOM,0.87
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,South Africa,ZAF,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,South Asia,SAS,1.44768160963025
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,South Asia (IDA & IBRD),TSA,1.44768160963025
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,South Sudan,SSD,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Spain,ESP,2.98
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sri Lanka,LKA,3.78
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,St. Kitts and Nevis,KNA,5
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,St. Lucia,LCA,1.42
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,St. Martin (French part),MAF,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,St. Vincent and the Grenadines,VCT,4.45
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sub-Saharan Africa,SSF,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sub-Saharan Africa (excluding high income),SSA,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sudan,SDN,0.67
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Suriname,SUR,2.93
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sweden,SWE,2.43
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Switzerland,CHE,4.73
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Syrian Arab Republic,SYR,1.47
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tajikistan,TJK,4.58
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tanzania,TZA,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Thailand,THA,2.14
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Timor-Leste,TLS,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Togo,TGO,0.65
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tonga,TON,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Trinidad and Tobago,TTO,2.38
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tunisia,TUN,1.77
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Turkiye,TUR,2.63
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Turkmenistan,TKM,4.25
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Turks and Caicos Islands,TCA,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tuvalu,TUV,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Uganda,UGA,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ukraine,UKR,7.4
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,United Arab Emirates,ARE,1.39
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,United Kingdom,GBR,2.61
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,United States,USA,2.77
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Upper middle income,UMC,3.06706846182909
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Uruguay,URY,2.45
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Uzbekistan,UZB,4.19
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Vanuatu,VUT,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Venezuela, RB",VEN,0.75
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Viet Nam,VNM,2.53
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Virgin Islands (U.S.),VIR,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,West Bank and Gaza,PSE,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,World,WLD,2.86808606713054
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Yemen, Rep.",YEM,0.71
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Zambia,ZMB,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Zimbabwe,ZWE,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Afghanistan,AFG,35.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Africa Eastern and Southern,AFE,23.4542538452138
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Africa Western and Central,AFW,21.0120117126925
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Albania,ALB,13.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Algeria,DZA,14.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,American Samoa,ASM,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Andorra,AND,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Angola,AGO,22.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Antigua and Barbuda,ATG,18.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Arab World,ARB,23.4309497334121
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Argentina,ARG,16.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Armenia,ARM,22.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Aruba,ABW,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Australia,AUS,9.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Austria,AUT,11.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Azerbaijan,AZE,28.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,"Bahamas, The",BHS,19.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Bahrain,BHR,16.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Bangladesh,BGD,18.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Barbados,BRB,15.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Belarus,BLR,24.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Belgium,BEL,11.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Belize,BLZ,16.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Benin,BEN,23.5
